Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
Farmley Turkish Apricots Dried Pouch,369,431,334.68,411,08-03-2025,14-03-2025
Farmley California Cranberries Dried Pouch,260,184,266.41,143,08-03-2025,14-03-2025
DMart Premia Breakfast Mix,140,294,130.61,277,08-03-2025,14-03-2025
Nutraj Snackrite,999,323,1040.17,267,08-03-2025,14-03-2025
Carnival Cocktail Mix Nuts,499,340,434.04,296,08-03-2025,14-03-2025
Nutraj Premium Panchmeva Trail Mix,699,238,685.02,206,08-03-2025,14-03-2025
Royal Traditions Snack Mix Masala Magic,150,446,135.77,439,08-03-2025,14-03-2025
Royal Traditions Snack Mix Chatpata,150,356,142.54,354,08-03-2025,14-03-2025
DMart Premia Makhana,571,255,507.8,188,08-03-2025,14-03-2025
Farmley Prasadam Makhana Pouch,595,377,588.25,278,08-03-2025,14-03-2025
Morya Phool Makhana,499,255,510.57,244,08-03-2025,14-03-2025
Khetika Naturale Premium Raw Makhana,499,414,493.03,298,08-03-2025,14-03-2025
DMart Swaad Makhana,223,428,217.65,326,08-03-2025,14-03-2025
Satyam Makhana,152,371,150.87,260,08-03-2025,14-03-2025
Farmley Himalayan Salted Makhana Jar,259,209,253.83,182,08-03-2025,14-03-2025
Farmley Peri Peri Makhana Jar,259,246,266.21,205,08-03-2025,14-03-2025
Farmley Cream & Onion Makhana Jar,259,238,252.86,173,08-03-2025,14-03-2025
Farmley Minty Pudina Makhana Jar,259,155,240.8,138,08-03-2025,14-03-2025
Farmley Tangy Tomato Makhana Jar,259,401,264.09,364,08-03-2025,14-03-2025
Farmley Cheese & Herbs Makhana,259,185,243.32,153,08-03-2025,14-03-2025
Nutraj Dried Figs (Anjeer),899,219,812.56,175,08-03-2025,14-03-2025
DMart Premia Anjeer (Figs),256,432,262.98,417,08-03-2025,14-03-2025
Nutraj Dried Anjeer,449,378,413.14,278,08-03-2025,14-03-2025
Healthy Crunch Anjeer (Figs),375,256,362.09,237,08-03-2025,14-03-2025
Prov Select Figs Anjeer,475,445,410.92,321,08-03-2025,14-03-2025
DMart Premia Dried Figs (Anjeer),940,310,983.13,281,08-03-2025,14-03-2025
KMK Anjeer (Figs),429,393,428.91,294,08-03-2025,14-03-2025
Prov Select Figs Anjeer,899,238,808.87,234,08-03-2025,14-03-2025
Fortune Sunlite Refined Sunflower Oil,200,299,181.86,286,08-03-2025,14-03-2025
Fortune Refined Sunflower Oil Tin,3050,391,2885.38,285,08-03-2025,14-03-2025
Gemini Refined Sunflower Oil,190,213,185.79,166,08-03-2025,14-03-2025
Sunrich Refined Sunflower Oil,171,299,146.58,275,08-03-2025,14-03-2025
Sunday Refined Sunflower Oil,185,155,160.27,140,08-03-2025,14-03-2025
DMart Swaad Refined Sunflower Oil (1 L),170,424,147.01,397,08-03-2025,14-03-2025
Fortune Sunlite Refined Sunflower Oil,3050,382,2758.63,288,08-03-2025,14-03-2025
Gulab Sunflower Oil Tin,3332,443,3360.55,392,08-03-2025,14-03-2025
Dhara Refined Sunflower Oil (5 L),950,286,980.78,273,08-03-2025,14-03-2025
Sunny Sun Lite Refined Sunflower Oil,930,393,933.59,282,08-03-2025,14-03-2025
Gemini Sunflower Oil Tin,2750,435,2451.41,401,08-03-2025,14-03-2025
Gemini Refined Sunflower Oil,2800,151,2485.32,141,08-03-2025,14-03-2025
Aadhar Refined Sunflower Oil Pouch,185,162,165.13,131,08-03-2025,14-03-2025
Dalda Refined Sunflower Oil Pouch (1 L),185,199,171.02,151,08-03-2025,14-03-2025
Dhara Refined Sunflower Oil (15 L),2970,284,2965.82,267,08-03-2025,14-03-2025
Sunday Refined Sunflower Oil,2965,187,2874.23,155,08-03-2025,14-03-2025
Sweekar Refined Sunflower Oil Jar,2775,384,2562.55,281,08-03-2025,14-03-2025
Sunny Sun Lite Refined Sunflower Oil Tin,2675,223,2602.67,166,08-03-2025,14-03-2025
Gulab Sunflower Oil,1157,168,1133.25,125,08-03-2025,14-03-2025
Sunrich Refined Sunflower Oil,2707,204,2835.44,144,08-03-2025,14-03-2025
Liberty Vista Ref Sunflower Oil,170,237,161.86,195,08-03-2025,14-03-2025
Sundrop Superlite Advanced Sunflower Oil (1 L),240,446,235.15,344,08-03-2025,14-03-2025
Gulab Groundnut Oil,1232,266,1049.73,214,08-03-2025,14-03-2025
Guinea Filtered Groundnut Oil (15 L),3700,169,3491.52,132,08-03-2025,14-03-2025
Dhara Filtered Groundnut Oil Pouch (1 L),240,317,213.61,228,08-03-2025,14-03-2025
Gulab Filtered Groundnut Oil (15 L),3587,420,3467.08,361,08-03-2025,14-03-2025
Fortune Filtered Groundnut Oil (1 L),240,310,209.81,301,08-03-2025,14-03-2025
Guinea Filtered Groundnut Oil (5 L),1300,304,1341.31,238,08-03-2025,14-03-2025
RRO Primio Gold Filtered Groundnut Oil,255,437,234.11,421,08-03-2025,14-03-2025
RRO Primio Refined Groundnut Oil,4000,206,3927.05,163,08-03-2025,14-03-2025
Gramiyaa Wood Cold Pressed Groundnut Oil (1 L),490,152,510.72,117,08-03-2025,14-03-2025
Tata Simply Better Cold Pressed Groundnut Oil,500,216,438.96,158,08-03-2025,14-03-2025
Guinea Lite Groundnut Oil (5 L),1300,271,1255.37,228,08-03-2025,14-03-2025
Gramiyaa Wood Cold Pressed Coconut Oil (500 ml),310,294,307.25,287,08-03-2025,14-03-2025
RRO Primio Gold Filtered Groundnut Oil (15 L),3500,331,3076.83,288,08-03-2025,14-03-2025
Swadeshi Filtered Groundnut Oil Pouch,220,307,212.44,232,08-03-2025,14-03-2025
Sunny Filtered Groundnut Oil,240,347,246.63,288,08-03-2025,14-03-2025
Saffola Active Oil (1 L),197,341,171.82,309,08-03-2025,14-03-2025
Saffola Gold Oil (1 L),197,213,182.11,173,08-03-2025,14-03-2025
Saffola Active Oil (15 L),2955,339,2653.58,336,08-03-2025,14-03-2025
Saffola Gold Oil (15 L),3055,280,3105.49,205,08-03-2025,14-03-2025
Saffola Total Pro Heart Conscious Oil Pouch (1L),237,274,218.71,265,08-03-2025,14-03-2025
Hudson Canola Oil,280,187,272.68,133,08-03-2025,14-03-2025
Fortune Rice Bran Health Oil (1 L),199,403,189.64,297,08-03-2025,14-03-2025
DMart Premia Refined Rice Bran Oil (1 L),155,202,157.91,149,08-03-2025,14-03-2025
Fortune Rice Bran Health Oil (15 L),2999,270,2841.03,235,08-03-2025,14-03-2025
Svity Kolam Rice Bran Oil Pouch (1 L),165,327,169.22,298,08-03-2025,14-03-2025
Dhara Refined Rice Bran Oil (5 L),1000,222,983.86,187,08-03-2025,14-03-2025
Gemini Rice Bran Oil,195,305,187.46,263,08-03-2025,14-03-2025
Kings Rice Bran Physically Refined Rice Bran Oil,169,213,154.78,199,08-03-2025,14-03-2025
Ricela Refined Rice Bran Oil (1 L),195,166,181.91,138,08-03-2025,14-03-2025
Patanjali Kachi Ghani Mustard Oil (1 L),180,245,156.18,202,08-03-2025,14-03-2025
Fortune Kachi Ghani Mustard Oil Bottle (1 L),215,213,186.46,178,08-03-2025,14-03-2025
Patanjali Kachi Ghani Mustard Oil Pouch (1 L),175,291,179.59,287,08-03-2025,14-03-2025
Fortune Kachi Ghani Mustard Oil (1 L),210,419,197.67,404,08-03-2025,14-03-2025
Dhara Kachighani (Mustard) Oil (1 L),210,317,217.77,245,08-03-2025,14-03-2025
Patanjali Kachi Ghani Mustard Oil,900,213,808.65,209,08-03-2025,14-03-2025
Tez Mustard Kachchi Ghani Oil Bottle (1 L),230,368,236.69,321,08-03-2025,14-03-2025
Tata Simply Better Cold Pressed Mustard Oil,350,243,344.91,230,08-03-2025,14-03-2025
Dalda Kachi Ghani Oil (1 L),215,317,188.61,268,08-03-2025,14-03-2025
Kings Kachi Ghani Pure Mustard Oil Pouch,205,323,196.95,299,08-03-2025,14-03-2025
Tez Mustard Oil,1160,287,1021.72,273,08-03-2025,14-03-2025
RRO Premium Mustard Oil,1170,209,1121.61,190,08-03-2025,14-03-2025
Kings Kachi Ghani Pure Mustard Oil Jar,1075,190,926.49,173,08-03-2025,14-03-2025
RRO Mastdil Premium Mustard Oil Bottle (1 L),235,345,206.12,256,08-03-2025,14-03-2025
Ruchi Mahakosh Mustard Oil,215,309,186.5,271,08-03-2025,14-03-2025
Fortune Pehli Dhaar First Pressed Kachi Ghani Mustard Oil Bottle (1 L),230,368,221.33,323,08-03-2025,14-03-2025
Ruchi Gold Refined Palmolein Oil,165,369,158.41,287,08-03-2025,14-03-2025
Borges Olive Oil For Indian Cooking (2 L),4200,373,4030.24,327,08-03-2025,14-03-2025
Tilsona Til Oil Bottle (1 L),435,186,446.25,138,08-03-2025,14-03-2025
Gemini Refined Soyabean Oil (1 L),175,417,164.87,315,08-03-2025,14-03-2025
Swad Refined Soyabean Oil Pouch (1 L),160,391,159.4,327,08-03-2025,14-03-2025
Figaro Extra Light Tasting Olive Oil (2L),3499,233,2989.63,218,08-03-2025,14-03-2025
RRO Til Dil Premium Til Oil Bottle (1 L),360,363,351.44,359,08-03-2025,14-03-2025
Idhayam Gingelly Oil (1 L),459,438,453.89,311,08-03-2025,14-03-2025
Del Monte Light Olive Oil (2 L),3999,167,3893.42,146,08-03-2025,14-03-2025
KLF Coconad 100% Edible Coconut Oil (1 L),420,429,431.34,404,08-03-2025,14-03-2025
Borges Extra Virgin Olive Oil (1 L),2300,157,2375.37,133,08-03-2025,14-03-2025
Fortune Plus Soya Health Oil,185,253,188.86,224,08-03-2025,14-03-2025
Figaro Olive Oil Tin (200 ml),439,314,459.4,243,08-03-2025,14-03-2025
Leonardo Olive Pomace Oil (5 L),4750,326,4690.27,246,08-03-2025,14-03-2025
Figaro Extra Virgin Olive Oil (500 ml),1099,438,950.01,382,08-03-2025,14-03-2025
Tata Simply Better Cold Pressed Virgin Coconut Oil,849,276,764.99,194,08-03-2025,14-03-2025
Bertolli Extra Light Tasting Olive Oil (2 L),3999,303,3949.17,262,08-03-2025,14-03-2025
Tata Simply Better Cold Pressed Sesame Oil,649,309,594.84,250,08-03-2025,14-03-2025
Leonardo Extra Light Olive Oil (2 L),3800,257,3719.69,187,08-03-2025,14-03-2025
Sunny Soya Fit Refined Soyabean Oil Pouch,165,249,154.52,192,08-03-2025,14-03-2025
Gramiyaa Wood Cold Pressed Sesame Oil (1 L),690,359,639.17,289,08-03-2025,14-03-2025
Borges Pure Olive Oil - Classic (1 L),2200,314,2298.83,270,08-03-2025,14-03-2025
Idhayam Sesame Oil Bottle (1 L),459,232,441.48,213,08-03-2025,14-03-2025
Allegro Olive Oil,399,388,406.11,307,08-03-2025,14-03-2025
Allegro Extra Light Olive Oil,3199,372,3294.09,286,08-03-2025,14-03-2025
Allegro Olive Pomace Oil,6500,268,5716.07,240,08-03-2025,14-03-2025
Radhuni Gold Refined Palmolein Oil,161,383,160.41,381,08-03-2025,14-03-2025
