Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
Farmley Turkish Apricots Dried Pouch,369,195,386.4,189,15-03-2025,21-03-2025
Farmley California Cranberries Dried Pouch,260,246,249.0,214,15-03-2025,21-03-2025
DMart Premia Breakfast Mix,140,245,145.73,226,15-03-2025,21-03-2025
Nutraj Snackrite,999,289,853.62,228,15-03-2025,21-03-2025
Carnival Cocktail Mix Nuts,499,131,495.34,92,15-03-2025,21-03-2025
Nutraj Premium Panchmeva Trail Mix,699,84,641.26,62,15-03-2025,21-03-2025
Royal Traditions Snack Mix Masala Magic,150,346,153.95,314,15-03-2025,21-03-2025
Royal Traditions Snack Mix Chatpata,150,113,139.36,82,15-03-2025,21-03-2025
DMart Premia Makhana,571,297,487.01,290,15-03-2025,21-03-2025
Farmley Prasadam Makhana Pouch,595,256,602.14,195,15-03-2025,21-03-2025
Morya Phool Makhana,499,98,506.8,72,15-03-2025,21-03-2025
Khetika Naturale Premium Raw Makhana,499,338,470.4,324,15-03-2025,21-03-2025
DMart Swaad Makhana,223,319,201.12,251,15-03-2025,21-03-2025
Satyam Makhana,152,91,137.86,78,15-03-2025,21-03-2025
Farmley Himalayan Salted Makhana Jar,259,267,233.47,228,15-03-2025,21-03-2025
Farmley Peri Peri Makhana Jar,259,211,265.92,171,15-03-2025,21-03-2025
Farmley Cream & Onion Makhana Jar,259,168,269.93,144,15-03-2025,21-03-2025
Farmley Minty Pudina Makhana Jar,259,177,240.29,144,15-03-2025,21-03-2025
Farmley Tangy Tomato Makhana Jar,259,247,228.79,210,15-03-2025,21-03-2025
Farmley Cheese & Herbs Makhana,259,242,262.24,184,15-03-2025,21-03-2025
Nutraj Dried Figs (Anjeer),899,258,775.21,247,15-03-2025,21-03-2025
DMart Premia Anjeer (Figs),256,81,225.62,69,15-03-2025,21-03-2025
Nutraj Dried Anjeer,449,300,435.51,245,15-03-2025,21-03-2025
Healthy Crunch Anjeer (Figs),375,108,369.1,106,15-03-2025,21-03-2025
Prov Select Figs Anjeer,475,182,429.37,170,15-03-2025,21-03-2025
DMart Premia Dried Figs (Anjeer),940,198,903.62,172,15-03-2025,21-03-2025
KMK Anjeer (Figs),429,151,421.07,130,15-03-2025,21-03-2025
Prov Select Figs Anjeer,899,185,789.33,184,15-03-2025,21-03-2025
Fortune Sunlite Refined Sunflower Oil,200,99,190.43,87,15-03-2025,21-03-2025
Fortune Refined Sunflower Oil Tin,3050,337,2596.14,251,15-03-2025,21-03-2025
Gemini Refined Sunflower Oil,190,157,170.13,122,15-03-2025,21-03-2025
Sunrich Refined Sunflower Oil,171,98,168.55,86,15-03-2025,21-03-2025
Sunday Refined Sunflower Oil,185,296,164.67,226,15-03-2025,21-03-2025
DMart Swaad Refined Sunflower Oil (1 L),170,184,149.39,136,15-03-2025,21-03-2025
Fortune Sunlite Refined Sunflower Oil,3050,276,3060.42,252,15-03-2025,21-03-2025
Gulab Sunflower Oil Tin,3332,164,3463.36,125,15-03-2025,21-03-2025
Dhara Refined Sunflower Oil (5 L),950,207,914.19,169,15-03-2025,21-03-2025
Sunny Sun Lite Refined Sunflower Oil,930,269,908.68,265,15-03-2025,21-03-2025
Gemini Sunflower Oil Tin,2750,166,2822.39,119,15-03-2025,21-03-2025
Gemini Refined Sunflower Oil,2800,209,2882.47,151,15-03-2025,21-03-2025
Aadhar Refined Sunflower Oil Pouch,185,279,182.99,270,15-03-2025,21-03-2025
Dalda Refined Sunflower Oil Pouch (1 L),185,287,162.78,255,15-03-2025,21-03-2025
Dhara Refined Sunflower Oil (15 L),2970,94,2546.92,71,15-03-2025,21-03-2025
Sunday Refined Sunflower Oil,2965,225,2565.03,187,15-03-2025,21-03-2025
Sweekar Refined Sunflower Oil Jar,2775,145,2654.04,124,15-03-2025,21-03-2025
Sunny Sun Lite Refined Sunflower Oil Tin,2675,92,2469.68,64,15-03-2025,21-03-2025
Gulab Sunflower Oil,1157,335,1014.43,240,15-03-2025,21-03-2025
Sunrich Refined Sunflower Oil,2707,325,2666.69,261,15-03-2025,21-03-2025
Liberty Vista Ref Sunflower Oil,170,71,155.56,56,15-03-2025,21-03-2025
Sundrop Superlite Advanced Sunflower Oil (1 L),240,223,251.29,156,15-03-2025,21-03-2025
Gulab Groundnut Oil,1232,269,1192.47,248,15-03-2025,21-03-2025
Guinea Filtered Groundnut Oil (15 L),3700,160,3216.18,141,15-03-2025,21-03-2025
Dhara Filtered Groundnut Oil Pouch (1 L),240,214,220.75,202,15-03-2025,21-03-2025
Gulab Filtered Groundnut Oil (15 L),3587,236,3276.95,177,15-03-2025,21-03-2025
Fortune Filtered Groundnut Oil (1 L),240,200,243.03,175,15-03-2025,21-03-2025
Guinea Filtered Groundnut Oil (5 L),1300,195,1147.91,186,15-03-2025,21-03-2025
RRO Primio Gold Filtered Groundnut Oil,255,242,219.34,227,15-03-2025,21-03-2025
RRO Primio Refined Groundnut Oil,4000,328,3526.76,314,15-03-2025,21-03-2025
Gramiyaa Wood Cold Pressed Groundnut Oil (1 L),490,252,508.61,250,15-03-2025,21-03-2025
Tata Simply Better Cold Pressed Groundnut Oil,500,109,441.26,77,15-03-2025,21-03-2025
Guinea Lite Groundnut Oil (5 L),1300,107,1131.83,91,15-03-2025,21-03-2025
Gramiyaa Wood Cold Pressed Coconut Oil (500 ml),310,265,302.21,244,15-03-2025,21-03-2025
RRO Primio Gold Filtered Groundnut Oil (15 L),3500,265,3648.38,231,15-03-2025,21-03-2025
Swadeshi Filtered Groundnut Oil Pouch,220,203,207.18,181,15-03-2025,21-03-2025
Sunny Filtered Groundnut Oil,240,223,208.76,194,15-03-2025,21-03-2025
Saffola Active Oil (1 L),197,197,177.64,146,15-03-2025,21-03-2025
Saffola Gold Oil (1 L),197,154,170.83,112,15-03-2025,21-03-2025
Saffola Active Oil (15 L),2955,87,2536.3,73,15-03-2025,21-03-2025
Saffola Gold Oil (15 L),3055,297,3191.51,248,15-03-2025,21-03-2025
Saffola Total Pro Heart Conscious Oil Pouch (1L),237,96,243.62,83,15-03-2025,21-03-2025
Hudson Canola Oil,280,103,273.45,89,15-03-2025,21-03-2025
Fortune Rice Bran Health Oil (1 L),199,269,205.29,212,15-03-2025,21-03-2025
DMart Premia Refined Rice Bran Oil (1 L),155,87,151.73,81,15-03-2025,21-03-2025
Fortune Rice Bran Health Oil (15 L),2999,182,2999.95,143,15-03-2025,21-03-2025
Svity Kolam Rice Bran Oil Pouch (1 L),165,278,170.62,238,15-03-2025,21-03-2025
Dhara Refined Rice Bran Oil (5 L),1000,73,850.99,66,15-03-2025,21-03-2025
Gemini Rice Bran Oil,195,329,176.2,302,15-03-2025,21-03-2025
Kings Rice Bran Physically Refined Rice Bran Oil,169,178,159.91,146,15-03-2025,21-03-2025
Ricela Refined Rice Bran Oil (1 L),195,345,166.41,280,15-03-2025,21-03-2025
Patanjali Kachi Ghani Mustard Oil (1 L),180,207,155.97,192,15-03-2025,21-03-2025
Fortune Kachi Ghani Mustard Oil Bottle (1 L),215,175,210.5,131,15-03-2025,21-03-2025
Patanjali Kachi Ghani Mustard Oil Pouch (1 L),175,238,160.99,208,15-03-2025,21-03-2025
Fortune Kachi Ghani Mustard Oil (1 L),210,332,192.73,240,15-03-2025,21-03-2025
Dhara Kachighani (Mustard) Oil (1 L),210,171,201.69,132,15-03-2025,21-03-2025
Patanjali Kachi Ghani Mustard Oil,900,242,866.72,231,15-03-2025,21-03-2025
Tez Mustard Kachchi Ghani Oil Bottle (1 L),230,251,225.15,200,15-03-2025,21-03-2025
Tata Simply Better Cold Pressed Mustard Oil,350,222,332.82,158,15-03-2025,21-03-2025
Dalda Kachi Ghani Oil (1 L),215,277,215.1,264,15-03-2025,21-03-2025
Kings Kachi Ghani Pure Mustard Oil Pouch,205,322,202.91,276,15-03-2025,21-03-2025
Tez Mustard Oil,1160,77,1104.13,55,15-03-2025,21-03-2025
RRO Premium Mustard Oil,1170,213,1055.51,212,15-03-2025,21-03-2025
Kings Kachi Ghani Pure Mustard Oil Jar,1075,326,1057.42,279,15-03-2025,21-03-2025
RRO Mastdil Premium Mustard Oil Bottle (1 L),235,308,202.38,262,15-03-2025,21-03-2025
Ruchi Mahakosh Mustard Oil,215,163,203.97,162,15-03-2025,21-03-2025
Fortune Pehli Dhaar First Pressed Kachi Ghani Mustard Oil Bottle (1 L),230,337,239.17,282,15-03-2025,21-03-2025
Ruchi Gold Refined Palmolein Oil,165,307,142.36,250,15-03-2025,21-03-2025
Borges Olive Oil For Indian Cooking (2 L),4200,331,3949.8,283,15-03-2025,21-03-2025
Tilsona Til Oil Bottle (1 L),435,287,431.96,205,15-03-2025,21-03-2025
Gemini Refined Soyabean Oil (1 L),175,305,173.43,283,15-03-2025,21-03-2025
Swad Refined Soyabean Oil Pouch (1 L),160,256,147.25,222,15-03-2025,21-03-2025
Figaro Extra Light Tasting Olive Oil (2L),3499,157,3120.69,152,15-03-2025,21-03-2025
RRO Til Dil Premium Til Oil Bottle (1 L),360,330,374.07,238,15-03-2025,21-03-2025
Idhayam Gingelly Oil (1 L),459,227,399.9,160,15-03-2025,21-03-2025
Del Monte Light Olive Oil (2 L),3999,315,3485.02,231,15-03-2025,21-03-2025
KLF Coconad 100% Edible Coconut Oil (1 L),420,307,399.7,238,15-03-2025,21-03-2025
Borges Extra Virgin Olive Oil (1 L),2300,183,2369.31,168,15-03-2025,21-03-2025
Fortune Plus Soya Health Oil,185,255,193.21,242,15-03-2025,21-03-2025
Figaro Olive Oil Tin (200 ml),439,291,459.38,283,15-03-2025,21-03-2025
Leonardo Olive Pomace Oil (5 L),4750,266,4195.67,202,15-03-2025,21-03-2025
Figaro Extra Virgin Olive Oil (500 ml),1099,156,942.63,135,15-03-2025,21-03-2025
Tata Simply Better Cold Pressed Virgin Coconut Oil,849,347,804.52,271,15-03-2025,21-03-2025
Bertolli Extra Light Tasting Olive Oil (2 L),3999,334,4064.58,276,15-03-2025,21-03-2025
Tata Simply Better Cold Pressed Sesame Oil,649,260,634.65,206,15-03-2025,21-03-2025
Leonardo Extra Light Olive Oil (2 L),3800,165,3545.0,116,15-03-2025,21-03-2025
Sunny Soya Fit Refined Soyabean Oil Pouch,165,195,170.18,189,15-03-2025,21-03-2025
Gramiyaa Wood Cold Pressed Sesame Oil (1 L),690,299,664.76,215,15-03-2025,21-03-2025
Borges Pure Olive Oil - Classic (1 L),2200,103,2046.2,97,15-03-2025,21-03-2025
Idhayam Sesame Oil Bottle (1 L),459,268,413.05,227,15-03-2025,21-03-2025
Allegro Olive Oil,399,317,414.98,272,15-03-2025,21-03-2025
Allegro Extra Light Olive Oil,3199,200,2814.29,150,15-03-2025,21-03-2025
Allegro Olive Pomace Oil,6500,120,6301.11,104,15-03-2025,21-03-2025
Radhuni Gold Refined Palmolein Oil,161,258,148.15,226,15-03-2025,21-03-2025
