Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
Farmley Turkish Apricots Dried Pouch,369,561,336.09,519,22-03-2025,28-03-2025
Farmley California Cranberries Dried Pouch,260,492,238.07,480,22-03-2025,28-03-2025
DMart Premia Breakfast Mix,140,438,131.58,344,22-03-2025,28-03-2025
Nutraj Snackrite,999,277,948.16,264,22-03-2025,28-03-2025
Carnival Cocktail Mix Nuts,499,262,459.96,190,22-03-2025,28-03-2025
Nutraj Premium Panchmeva Trail Mix,699,516,639.99,501,22-03-2025,28-03-2025
Royal Traditions Snack Mix Masala Magic,150,240,155.45,190,22-03-2025,28-03-2025
Royal Traditions Snack Mix Chatpata,150,204,147.66,164,22-03-2025,28-03-2025
DMart Premia Makhana,571,599,508.91,572,22-03-2025,28-03-2025
Farmley Prasadam Makhana Pouch,595,568,552.48,459,22-03-2025,28-03-2025
Morya Phool Makhana,499,508,509.97,376,22-03-2025,28-03-2025
Khetika Naturale Premium Raw Makhana,499,557,453.31,475,22-03-2025,28-03-2025
DMart Swaad Makhana,223,416,210.32,384,22-03-2025,28-03-2025
Satyam Makhana,152,542,154.37,437,22-03-2025,28-03-2025
Farmley Himalayan Salted Makhana Jar,259,450,241.19,362,22-03-2025,28-03-2025
Farmley Peri Peri Makhana Jar,259,221,259.44,219,22-03-2025,28-03-2025
Farmley Cream & Onion Makhana Jar,259,503,245.12,459,22-03-2025,28-03-2025
Farmley Minty Pudina Makhana Jar,259,323,259.11,252,22-03-2025,28-03-2025
Farmley Tangy Tomato Makhana Jar,259,276,225.12,221,22-03-2025,28-03-2025
Farmley Cheese & Herbs Makhana,259,537,254.91,392,22-03-2025,28-03-2025
Nutraj Dried Figs (Anjeer),899,314,831.66,292,22-03-2025,28-03-2025
DMart Premia Anjeer (Figs),256,588,223.27,524,22-03-2025,28-03-2025
Nutraj Dried Anjeer,449,279,405.4,248,22-03-2025,28-03-2025
Healthy Crunch Anjeer (Figs),375,301,335.49,275,22-03-2025,28-03-2025
Prov Select Figs Anjeer,475,533,459.75,377,22-03-2025,28-03-2025
DMart Premia Dried Figs (Anjeer),940,480,806.24,384,22-03-2025,28-03-2025
KMK Anjeer (Figs),429,594,426.96,423,22-03-2025,28-03-2025
Prov Select Figs Anjeer,899,350,857.48,322,22-03-2025,28-03-2025
Fortune Sunlite Refined Sunflower Oil,200,349,209.59,281,22-03-2025,28-03-2025
Fortune Refined Sunflower Oil Tin,3050,288,2980.3,230,22-03-2025,28-03-2025
Gemini Refined Sunflower Oil,190,223,181.37,176,22-03-2025,28-03-2025
Sunrich Refined Sunflower Oil,171,332,149.68,322,22-03-2025,28-03-2025
Sunday Refined Sunflower Oil,185,348,160.52,308,22-03-2025,28-03-2025
DMart Swaad Refined Sunflower Oil (1 L),170,205,147.9,187,22-03-2025,28-03-2025
Fortune Sunlite Refined Sunflower Oil,3050,507,2874.52,472,22-03-2025,28-03-2025
Gulab Sunflower Oil Tin,3332,485,3489.14,421,22-03-2025,28-03-2025
Dhara Refined Sunflower Oil (5 L),950,465,890.43,439,22-03-2025,28-03-2025
Sunny Sun Lite Refined Sunflower Oil,930,454,923.08,424,22-03-2025,28-03-2025
Gemini Sunflower Oil Tin,2750,557,2677.78,508,22-03-2025,28-03-2025
Gemini Refined Sunflower Oil,2800,570,2878.13,413,22-03-2025,28-03-2025
Aadhar Refined Sunflower Oil Pouch,185,297,188.25,282,22-03-2025,28-03-2025
Dalda Refined Sunflower Oil Pouch (1 L),185,310,182.03,272,22-03-2025,28-03-2025
Dhara Refined Sunflower Oil (15 L),2970,524,3108.7,441,22-03-2025,28-03-2025
Sunday Refined Sunflower Oil,2965,423,2954.49,329,22-03-2025,28-03-2025
Sweekar Refined Sunflower Oil Jar,2775,420,2397.63,336,22-03-2025,28-03-2025
Sunny Sun Lite Refined Sunflower Oil Tin,2675,390,2638.0,335,22-03-2025,28-03-2025
Gulab Sunflower Oil,1157,298,1099.23,254,22-03-2025,28-03-2025
Sunrich Refined Sunflower Oil,2707,539,2825.63,456,22-03-2025,28-03-2025
Liberty Vista Ref Sunflower Oil,170,494,167.05,430,22-03-2025,28-03-2025
Sundrop Superlite Advanced Sunflower Oil (1 L),240,324,249.79,271,22-03-2025,28-03-2025
Gulab Groundnut Oil,1232,251,1091.94,183,22-03-2025,28-03-2025
Guinea Filtered Groundnut Oil (15 L),3700,426,3517.62,360,22-03-2025,28-03-2025
Dhara Filtered Groundnut Oil Pouch (1 L),240,388,218.7,352,22-03-2025,28-03-2025
Gulab Filtered Groundnut Oil (15 L),3587,589,3676.68,563,22-03-2025,28-03-2025
Fortune Filtered Groundnut Oil (1 L),240,338,235.72,263,22-03-2025,28-03-2025
Guinea Filtered Groundnut Oil (5 L),1300,253,1200.15,246,22-03-2025,28-03-2025
RRO Primio Gold Filtered Groundnut Oil,255,271,252.49,196,22-03-2025,28-03-2025
RRO Primio Refined Groundnut Oil,4000,423,4011.99,373,22-03-2025,28-03-2025
Gramiyaa Wood Cold Pressed Groundnut Oil (1 L),490,311,482.19,225,22-03-2025,28-03-2025
Tata Simply Better Cold Pressed Groundnut Oil,500,224,439.61,199,22-03-2025,28-03-2025
Guinea Lite Groundnut Oil (5 L),1300,350,1181.25,257,22-03-2025,28-03-2025
Gramiyaa Wood Cold Pressed Coconut Oil (500 ml),310,373,277.62,320,22-03-2025,28-03-2025
RRO Primio Gold Filtered Groundnut Oil (15 L),3500,409,3098.52,314,22-03-2025,28-03-2025
Swadeshi Filtered Groundnut Oil Pouch,220,431,220.05,308,22-03-2025,28-03-2025
Sunny Filtered Groundnut Oil,240,532,248.74,446,22-03-2025,28-03-2025
Saffola Active Oil (1 L),197,390,204.1,351,22-03-2025,28-03-2025
Saffola Gold Oil (1 L),197,264,175.78,194,22-03-2025,28-03-2025
Saffola Active Oil (15 L),2955,206,2766.3,182,22-03-2025,28-03-2025
Saffola Gold Oil (15 L),3055,289,2734.01,271,22-03-2025,28-03-2025
Saffola Total Pro Heart Conscious Oil Pouch (1L),237,209,208.07,169,22-03-2025,28-03-2025
Hudson Canola Oil,280,472,244.75,342,22-03-2025,28-03-2025
Fortune Rice Bran Health Oil (1 L),199,262,193.02,251,22-03-2025,28-03-2025
DMart Premia Refined Rice Bran Oil (1 L),155,221,147.71,193,22-03-2025,28-03-2025
Fortune Rice Bran Health Oil (15 L),2999,406,2895.15,347,22-03-2025,28-03-2025
Svity Kolam Rice Bran Oil Pouch (1 L),165,543,153.28,531,22-03-2025,28-03-2025
Dhara Refined Rice Bran Oil (5 L),1000,247,936.04,234,22-03-2025,28-03-2025
Gemini Rice Bran Oil,195,360,197.78,265,22-03-2025,28-03-2025
Kings Rice Bran Physically Refined Rice Bran Oil,169,305,171.15,261,22-03-2025,28-03-2025
Ricela Refined Rice Bran Oil (1 L),195,278,196.81,210,22-03-2025,28-03-2025
Patanjali Kachi Ghani Mustard Oil (1 L),180,355,175.28,333,22-03-2025,28-03-2025
Fortune Kachi Ghani Mustard Oil Bottle (1 L),215,511,206.36,385,22-03-2025,28-03-2025
Patanjali Kachi Ghani Mustard Oil Pouch (1 L),175,286,153.51,260,22-03-2025,28-03-2025
Fortune Kachi Ghani Mustard Oil (1 L),210,568,218.57,495,22-03-2025,28-03-2025
Dhara Kachighani (Mustard) Oil (1 L),210,583,184.04,433,22-03-2025,28-03-2025
Patanjali Kachi Ghani Mustard Oil,900,475,785.76,447,22-03-2025,28-03-2025
Tez Mustard Kachchi Ghani Oil Bottle (1 L),230,401,216.47,377,22-03-2025,28-03-2025
Tata Simply Better Cold Pressed Mustard Oil,350,488,339.61,362,22-03-2025,28-03-2025
Dalda Kachi Ghani Oil (1 L),215,460,215.59,427,22-03-2025,28-03-2025
Kings Kachi Ghani Pure Mustard Oil Pouch,205,501,179.15,458,22-03-2025,28-03-2025
Tez Mustard Oil,1160,266,1153.81,231,22-03-2025,28-03-2025
RRO Premium Mustard Oil,1170,503,1118.24,376,22-03-2025,28-03-2025
Kings Kachi Ghani Pure Mustard Oil Jar,1075,349,1109.35,278,22-03-2025,28-03-2025
RRO Mastdil Premium Mustard Oil Bottle (1 L),235,431,227.08,419,22-03-2025,28-03-2025
Ruchi Mahakosh Mustard Oil,215,311,192.48,274,22-03-2025,28-03-2025
Fortune Pehli Dhaar First Pressed Kachi Ghani Mustard Oil Bottle (1 L),230,522,240.6,491,22-03-2025,28-03-2025
Ruchi Gold Refined Palmolein Oil,165,349,147.32,249,22-03-2025,28-03-2025
Borges Olive Oil For Indian Cooking (2 L),4200,261,4008.64,231,22-03-2025,28-03-2025
Tilsona Til Oil Bottle (1 L),435,568,413.88,543,22-03-2025,28-03-2025
Gemini Refined Soyabean Oil (1 L),175,216,164.08,166,22-03-2025,28-03-2025
Swad Refined Soyabean Oil Pouch (1 L),160,236,156.33,176,22-03-2025,28-03-2025
Figaro Extra Light Tasting Olive Oil (2L),3499,375,3607.23,325,22-03-2025,28-03-2025
RRO Til Dil Premium Til Oil Bottle (1 L),360,415,343.1,339,22-03-2025,28-03-2025
Idhayam Gingelly Oil (1 L),459,476,413.84,391,22-03-2025,28-03-2025
Del Monte Light Olive Oil (2 L),3999,274,3746.63,232,22-03-2025,28-03-2025
KLF Coconad 100% Edible Coconut Oil (1 L),420,551,436.87,421,22-03-2025,28-03-2025
Borges Extra Virgin Olive Oil (1 L),2300,549,2019.26,396,22-03-2025,28-03-2025
Fortune Plus Soya Health Oil,185,260,193.56,217,22-03-2025,28-03-2025
Figaro Olive Oil Tin (200 ml),439,585,376.88,471,22-03-2025,28-03-2025
Leonardo Olive Pomace Oil (5 L),4750,354,4504.67,251,22-03-2025,28-03-2025
Figaro Extra Virgin Olive Oil (500 ml),1099,578,1096.44,474,22-03-2025,28-03-2025
Tata Simply Better Cold Pressed Virgin Coconut Oil,849,350,868.46,306,22-03-2025,28-03-2025
Bertolli Extra Light Tasting Olive Oil (2 L),3999,334,3725.23,280,22-03-2025,28-03-2025
Tata Simply Better Cold Pressed Sesame Oil,649,255,636.31,230,22-03-2025,28-03-2025
Leonardo Extra Light Olive Oil (2 L),3800,308,3950.39,304,22-03-2025,28-03-2025
Sunny Soya Fit Refined Soyabean Oil Pouch,165,229,164.62,174,22-03-2025,28-03-2025
Gramiyaa Wood Cold Pressed Sesame Oil (1 L),690,526,600.8,370,22-03-2025,28-03-2025
Borges Pure Olive Oil - Classic (1 L),2200,339,2291.89,294,22-03-2025,28-03-2025
Idhayam Sesame Oil Bottle (1 L),459,506,410.97,499,22-03-2025,28-03-2025
Allegro Olive Oil,399,592,371.17,545,22-03-2025,28-03-2025
Allegro Extra Light Olive Oil,3199,404,2976.29,384,22-03-2025,28-03-2025
Allegro Olive Pomace Oil,6500,393,6445.19,392,22-03-2025,28-03-2025
Radhuni Gold Refined Palmolein Oil,161,205,137.92,166,22-03-2025,28-03-2025
